train_loss,val_loss,val_f1,val_acc,test_f1,test_acc
24.673715591430664,10.278326898813248,0.6196180968227557,0.8073654390934845,0.649563952106059,0.8201530612244898
18.5994775518775,11.066006153821945,0.6661683953630262,0.8243626062322946,0.6650983111287208,0.8239795918367347
11.065400063991547,12.155994441360235,0.6525853584677115,0.8158640226628895,0.6621305007587253,0.8188775510204082
6.077302291058004,13.19385077059269,0.687197415357151,0.8059490084985835,0.7106016827259651,0.8150510204081632
2.778377109672874,18.32140806876123,0.6567721175873948,0.8031161473087819,0.6912857387433659,0.8239795918367347
1.7823951384052634,19.620977878337726,0.6716871186022454,0.7917847025495751,0.7133814102564102,0.8137755102040817
1.1548140784725547,21.36672955600079,0.6715236930244309,0.7861189801699717,0.7134248145184394,0.8112244897959183
1.1820921479957178,23.39530914556235,0.6383196721311475,0.7932011331444759,0.6772520130006592,0.8176020408163265
0.8496703379787505,23.950792350107804,0.653921568627451,0.7847025495750708,0.6813568032892201,0.8022959183673469
0.6522583831101656,24.152704935870133,0.6532766117989898,0.7861189801699717,0.6822354147295139,0.8048469387755102
