train_loss,val_loss,val_f1,val_acc,test_f1,test_acc
89.68362741917372,9.21016164124012,0.7413084251450148,0.8328611898016998,0.7653577266343844,0.8507653061224489
65.96026521921158,9.527609035372734,0.72665270180385,0.8342776203966006,0.7472705173598266,0.8443877551020408
42.96505603566766,10.102553144097328,0.7674326377228753,0.8541076487252125,0.747001998667555,0.8418367346938775
24.830000745132565,12.622769623994827,0.757751327513275,0.8271954674220963,0.7247083609691389,0.8048469387755102
16.76131299091503,13.152197793126106,0.7227572066514917,0.839943342776204,0.7006237006237006,0.8278061224489796
9.62315201247111,16.25901074707508,0.7277842709626112,0.8186968838526912,0.7388287072497599,0.8252551020408163
6.792925304616801,18.509551586583257,0.75130466548377,0.8470254957507082,0.7141256671775089,0.8239795918367347
5.731547659088392,20.93241923302412,0.7154487928741284,0.830028328611898,0.7405000444017471,0.8431122448979592
4.557625232380815,21.447486385703087,0.7470096876235666,0.8356940509915014,0.7354610773689017,0.826530612244898
3.673457478173077,21.771232575178146,0.7373545597988532,0.8356940509915014,0.7319699458397917,0.8303571428571429
