train_loss,val_loss,val_f1,val_acc,test_f1,test_acc
25.547405302524567,10.467752039432526,0.613518169669452,0.8073654390934845,0.6564006534124867,0.8176020408163265
20.167842477560043,10.015287920832634,0.6903049624357454,0.7988668555240793,0.7045142308300203,0.8022959183673469
13.563048176467419,11.155033271759748,0.6700053418803419,0.8016997167138811,0.6809895833333334,0.8086734693877551
5.310661781579256,16.990614739712328,0.6181691559981033,0.7932011331444759,0.6862799287209205,0.8227040816326531
2.1905173268169165,20.83466466702521,0.6169091237952508,0.7917847025495751,0.680459242250287,0.8188775510204082
2.1528240139596164,18.293035657843575,0.6752540645361979,0.8031161473087819,0.7101374791211614,0.8201530612244898
1.1692866596858948,22.6224601813592,0.6218015204531726,0.8002832861189801,0.6766127532998698,0.8188775510204082
1.0141818071715534,21.080376542755403,0.6857972136222911,0.8045325779036827,0.7251602564102564,0.8214285714285714
0.7387601683149114,21.61392430891283,0.690015513860024,0.8087818696883853,0.7173076923076923,0.8163265306122449
0.6171435350552201,21.947760664857924,0.6836203653729781,0.8059490084985835,0.7171717171717171,0.8214285714285714
