train_loss,val_loss,val_f1,val_acc,test_f1,test_acc
68.50093266367912,9.360155582427979,0.665719696969697,0.8215297450424929,0.6796592541231241,0.8316326530612245
49.23632076382637,9.571644306182861,0.6831907929468904,0.8073654390934845,0.7334535132870008,0.8354591836734694
29.393557583913207,11.445342306047678,0.6855038382247822,0.8172804532577904,0.7136603802170272,0.8278061224489796
15.199426896870136,13.624892711639404,0.6622739723114974,0.8087818696883853,0.6894603903559128,0.8239795918367347
9.365540409227833,17.905229706317186,0.6928577269679277,0.8116147308781869,0.7078501932560309,0.8252551020408163
5.569726025220007,20.17265589645831,0.712180399888041,0.8101983002832861,0.737063346168491,0.8303571428571429
2.9215295492322184,20.705936647951603,0.723679060665362,0.8186968838526912,0.727911154662747,0.826530612244898
1.5550530526670627,24.892068612971343,0.6912189949372425,0.8031161473087819,0.7266013478780866,0.8278061224489796
1.121336020558374,25.075071565806866,0.7064090019569471,0.8073654390934845,0.7212486920834222,0.8214285714285714
1.2113441661931574,25.574068840098334,0.7016966764421437,0.8087818696883853,0.7185006470744744,0.8227040816326531
