model,epoch_loss,test_f1_loss,epoch_f1,test_f1_f1,epoch_best,test_best_f1
mbert_finetune_small_gen_vocab_avg/checkpoint-500_small,2.0,69.65510670731707,7.0,71.72974521600821,4.0,74.24242424242425
mbert_finetune_small_gen_vocab_avg/checkpoint-500_small25,2.0,60.459125819565315,4.0,69.4061626310226,5.0,69.60893854748605
mbert_finetune_small_gen_vocab_avg/checkpoint-500_small50,1.0,60.459125819565315,3.0,70.0799988479014,3.0,70.0799988479014
mbert_finetune_small_gen_vocab_avg/checkpoint-500_small75,2.0,71.59849056603773,5.0,70.30043418713757,3.0,71.99295597484277
mbert_finetune_small_gen_vocab_avg_small,2.0,77.18974971091797,2.0,77.18974971091797,2.0,77.18974971091797
mbert_finetune_small_gen_vocab_avg_small25,1.0,65.08372779559221,3.0,71.20479284126576,3.0,71.20479284126576
mbert_finetune_small_gen_vocab_avg_small50,1.0,64.56837204695161,6.0,70.59767304069182,8.0,71.96969696969697
mbert_finetune_small_gen_vocab_avg_small75,1.0,67.03815261044177,3.0,71.96779740147348,10.0,72.79394187095629
mbert_finetune_small_gen_vocab_max,1.0,66.05421686746988,5.0,74.29213857428381,5.0,74.29213857428381
mbert_finetune_small_gen_vocab_max/checkpoint-1000_small,2.0,74.75449630365222,4.0,72.92589153473666,2.0,74.75449630365222
mbert_finetune_small_gen_vocab_max/checkpoint-1000_small25,2.0,70.9090909090909,4.0,69.58037938302357,6.0,71.08335911875734
mbert_finetune_small_gen_vocab_max/checkpoint-1000_small50,2.0,70.19789397240376,4.0,68.94965277777779,6.0,70.95104877715195
mbert_finetune_small_gen_vocab_max/checkpoint-1000_small75,1.0,62.65526088427664,5.0,73.44705792904193,7.0,74.08698984479786
mbert_finetune_small_gen_vocab_max/checkpoint-1500_small,2.0,74.02314144457924,5.0,72.88797575215118,2.0,74.02314144457924
mbert_finetune_small_gen_vocab_max/checkpoint-1500_small25,1.0,60.459125819565315,2.0,70.19534448473506,5.0,70.5733862243058
mbert_finetune_small_gen_vocab_max/checkpoint-1500_small50,1.0,54.72514619883041,10.0,69.41985446636374,9.0,71.47150194937805
mbert_finetune_small_gen_vocab_max/checkpoint-1500_small75,1.0,64.33436532507739,3.0,76.58415133360606,3.0,76.58415133360606
mbert_finetune_small_gen_vocab_max/checkpoint-500_small,2.0,74.34491482311532,3.0,75.60238285765092,3.0,75.60238285765092
mbert_finetune_small_gen_vocab_max/checkpoint-500_small25,2.0,60.57356439007815,9.0,67.83169831026893,9.0,67.83169831026893
mbert_finetune_small_gen_vocab_max/checkpoint-500_small50,2.0,67.42913000977518,4.0,71.08524347530536,4.0,71.08524347530536
mbert_finetune_small_gen_vocab_max/checkpoint-500_small75,2.0,67.72524111973654,3.0,72.25183211192538,5.0,73.71143897298333
mbert_finetune_small_gen_vocab_max_small,1.0,60.64415083731577,5.0,73.76338602753697,3.0,73.82934560814796
mbert_finetune_small_gen_vocab_max_small25,2.0,67.21130511228012,6.0,71.59523896366002,9.0,72.75946447449158
mbert_finetune_small_gen_vocab_max_small50,1.0,56.86604407813238,2.0,71.58478373188768,2.0,71.58478373188768
mbert_finetune_small_gen_vocab_max_small75,2.0,70.98961292484303,3.0,73.84235855542525,5.0,74.57046640527365
mbert_finetune_small_gen_vocab_random,2.0,74.33548593056318,2.0,74.33548593056318,2.0,74.33548593056318
mbert_finetune_small_gen_vocab_random/checkpoint-1000_small,2.0,74.34491482311532,5.0,73.34693183749788,2.0,74.34491482311532
mbert_finetune_small_gen_vocab_random/checkpoint-1000_small25,1.0,60.459125819565315,4.0,68.66690061215736,7.0,71.32149992198032
mbert_finetune_small_gen_vocab_random/checkpoint-1000_small50,1.0,60.119406181813304,3.0,70.66099817980474,9.0,71.44502966726682
mbert_finetune_small_gen_vocab_random/checkpoint-1000_small75,2.0,72.931479822956,5.0,72.37902425469413,7.0,73.76935945172953
mbert_finetune_small_gen_vocab_random/checkpoint-1500_small,2.0,74.68530998871171,2.0,74.68530998871171,2.0,74.68530998871171
mbert_finetune_small_gen_vocab_random/checkpoint-1500_small25,1.0,60.75878355453883,3.0,71.21212121212122,3.0,71.21212121212122
mbert_finetune_small_gen_vocab_random/checkpoint-1500_small50,2.0,69.75308641975309,10.0,68.63892001578861,3.0,72.10560022770937
mbert_finetune_small_gen_vocab_random/checkpoint-1500_small75,2.0,65.89569160997732,10.0,70.40347610180014,5.0,71.98668332483176
mbert_finetune_small_gen_vocab_random/checkpoint-500_small,2.0,74.47195558748894,2.0,74.47195558748894,2.0,74.47195558748894
mbert_finetune_small_gen_vocab_random/checkpoint-500_small25,2.0,58.21305841924398,7.0,67.97385620915031,10.0,68.38634692473731
mbert_finetune_small_gen_vocab_random/checkpoint-500_small50,2.0,73.01337529504328,5.0,69.66833987585231,2.0,73.01337529504328
mbert_finetune_small_gen_vocab_random/checkpoint-500_small75,1.0,63.070410902333265,2.0,73.04225825801709,5.0,73.91127908644026
mbert_finetune_small_gen_vocab_random_small,2.0,75.03858399438779,3.0,74.01645416617927,2.0,75.03858399438779
mbert_finetune_small_gen_vocab_random_small25,2.0,72.12798374809549,2.0,72.12798374809549,2.0,72.12798374809549
mbert_finetune_small_gen_vocab_random_small50,2.0,70.1188455008489,10.0,71.70208091397005,4.0,72.91554768803255
mbert_finetune_small_gen_vocab_random_small75,1.0,62.37941590138165,8.0,74.66882067851373,10.0,75.09034502889233
mbert_finetune_small_gen_vocab_sum,4.0,73.53224562415137,4.0,73.53224562415137,4.0,73.53224562415137
mbert_finetune_small_gen_vocab_sum/checkpoint-1000_small,2.0,74.73412826297132,2.0,74.73412826297132,2.0,74.73412826297132
mbert_finetune_small_gen_vocab_sum/checkpoint-1000_small25,2.0,72.49669431422046,2.0,72.49669431422046,2.0,72.49669431422046
mbert_finetune_small_gen_vocab_sum/checkpoint-1000_small50,2.0,68.81329933520495,10.0,69.6751164933868,3.0,71.55210959648102
mbert_finetune_small_gen_vocab_sum/checkpoint-1000_small75,2.0,74.54545454545455,4.0,74.0388410726727,2.0,74.54545454545455
mbert_finetune_small_gen_vocab_sum/checkpoint-1500_small,2.0,69.51743255957521,3.0,73.47601598934044,5.0,75.78923052607264
mbert_finetune_small_gen_vocab_sum/checkpoint-1500_small25,2.0,63.343653250774004,3.0,70.44648591293664,3.0,70.44648591293664
mbert_finetune_small_gen_vocab_sum/checkpoint-1500_small50,2.0,66.15389393586459,6.0,69.83049296703237,5.0,71.59072350155152
mbert_finetune_small_gen_vocab_sum/checkpoint-1500_small75,2.0,74.7303603213547,7.0,71.39867122904656,2.0,74.7303603213547
mbert_finetune_small_gen_vocab_sum/checkpoint-500_small,2.0,73.06980922686678,3.0,75.62464669304691,3.0,75.62464669304691
mbert_finetune_small_gen_vocab_sum/checkpoint-500_small25,2.0,43.71859296482411,3.0,70.16963483591397,10.0,70.64875121801117
mbert_finetune_small_gen_vocab_sum/checkpoint-500_small50,2.0,68.9865906724039,2.0,68.9865906724039,9.0,72.3874213836478
mbert_finetune_small_gen_vocab_sum/checkpoint-500_small75,2.0,72.86673928830791,2.0,72.86673928830791,10.0,73.33852523915215
mbert_finetune_small_gen_vocab_sum_small,2.0,75.71203776553894,2.0,75.71203776553894,3.0,76.65395649489777
mbert_finetune_small_gen_vocab_sum_small25,1.0,64.9563952106059,4.0,71.06016827259651,7.0,71.34248145184394
mbert_finetune_small_gen_vocab_sum_small50,2.0,69.04297205519015,2.0,69.04297205519015,7.0,71.97651092387935
mbert_finetune_small_gen_vocab_sum_small75,1.0,60.459125819565315,9.0,71.82687734502986,3.0,75.59203005062878
